Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality_Cluster,Q4_Monthly_Income,Q5_Favorite_Sport,Q6_Favorite_Team,Q7_Fan_Type,Q8_Own_Jerseys,Q9_Jerseys_Owned,Q10_Jersey_Type_Interest,Q11_Authentication_Importance,Q12_Preferred_Condition,Q13_Player_Popularity_Importance,Q14_Rarity_Importance,Q15_Vintage_Interest,Q16_Willingness_to_Spend,Q17_Purchase_Frequency,Q18_Discount_Influence,Q19_Recommendation_Influence,Q20_Wishlist_Behavior,Q21_Would_Use_Platform,Q22_Trust_Factors,Q23_Would_Resell,Q24_Loyalty_Interest,Q25_Feature_Ranking
2379,25-34,Male,African,"10,001-20,000",Basketball,Boston Celtics,Passionate fan,No,,Game-Worn,5,"Used (visible wear, but authentic)",3,3,"Yes, very interested","501-1,500",5-10 times a year,No impact,Maybe,No,Probably yes,Blockchain verification; Money-back guarantee; AI-powered authenticity checks; Seller ratings and reviews,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2380,25-34,Male,South Asian,"3,000-10,000",Football,Chelsea,Hardcore collector,Yes,4-10,Regular replica,4,Mint (perfect),2,4,Somewhat interested,201-500,5-10 times a year,No impact,"Yes, definitely","Yes, occasionally",Probably yes,Seller ratings and reviews; Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks; Blockchain verification,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2381,25-34,Male,Arab,"3,000-10,000",Basketball,Miami Heat,Hardcore collector,Yes,11-25,Signed by player,4,Good (minor wear),4,5,Not interested,201-500,5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, frequently",Definitely yes,Money-back guarantee; Third-party authentication certificates; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2382,35-44,Female,African,"10,001-20,000",Basketball,Miami Heat,Hardcore collector,Yes,26+,Limited Edition,2,Mint (perfect),2,4,Somewhat interested,"3,000+",2-4 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Definitely yes,Third-party authentication certificates; Seller ratings and reviews; Blockchain verification,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2383,25-34,Male,Other,"Below 3,000",Football,Manchester United,Passionate fan,Yes,4-10,Signed by player,4,Condition doesn't matter if rare,4,2,Somewhat interested,201-500,5-10 times a year,Strongly influences,Maybe,"Yes, frequently",Probably yes,AI-powered authenticity checks; Blockchain verification; Money-back guarantee,Yes,Not really,Dynamic pricing transparency > AI-based recommendations > Rarity scoring system > Authentication verification
2384,45-54,Male,East Asian,"20,001-35,000",Football,Chelsea,Passionate fan,Yes,4-10,Signed by player,4,Condition doesn't matter if rare,1,2,Somewhat interested,201-500,5-10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, frequently",Probably yes,Money-back guarantee; Blockchain verification; AI-powered authenticity checks,Yes,"Yes, strongly",AI-based recommendations > Rarity scoring system > Authentication verification > Dynamic pricing transparency
2385,18-24,Male,South Asian,"Below 3,000",Football,Bayern Munich,Investment buyer,Yes,4-10,Game-Worn,5,Mint (perfect),2,4,Somewhat interested,"3,000+",Once a year or less,Somewhat influences,"Yes, definitely","Yes, occasionally",Probably yes,AI-powered authenticity checks; Money-back guarantee,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2386,25-34,Male,Western Expat,"20,001-35,000",Basketball,Chicago Bulls,Casual viewer,Yes,26+,Regular replica,3,"Used (visible wear, but authentic)",3,1,"Yes, very interested",Under 50,2-4 times a year,Strongly influences,"Yes, definitely",No,Definitely no,Blockchain verification; AI-powered authenticity checks; Seller ratings and reviews,Maybe,Not really,AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
2387,25-34,Female,East Asian,,Basketball,Golden State Warriors,Passionate fan,No,,Limited Edition,5,Condition doesn't matter if rare,1,1,"Yes, very interested",50-200,5-10 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably yes,AI-powered authenticity checks; Blockchain verification,Maybe,"Yes, strongly",Rarity scoring system > AI-based recommendations > Dynamic pricing transparency > Authentication verification
2388,45-54,Male,Other,"10,001-20,000",Basketball,Chicago Bulls,Hardcore collector,Yes,26+,Limited Edition,5,Good (minor wear),4,5,"Yes, very interested","3,000+",More than 10 times a year,No impact,Maybe,No,,AI-powered authenticity checks; Money-back guarantee; Third-party authentication certificates,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2389,35-44,Male,East Asian,"20,001-35,000",Baseball,SF Giants,Hardcore collector,Yes,11-25,Signed by player,4,Condition doesn't matter if rare,4,3,"Yes, very interested","501-1,500",More than 10 times a year,Somewhat influences,Maybe,"Yes, occasionally",Definitely yes,Seller ratings and reviews; Blockchain verification; Third-party authentication certificates,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2390,55-65,Male,South Asian,"Above 50,000",Football,Bayern Munich,Hardcore collector,Yes,11-25,Vintage,5,Mint (perfect),3,4,"Yes, very interested","1,501-3,000",2-4 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Third-party authentication certificates; Blockchain verification; AI-powered authenticity checks; Seller ratings and reviews,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2391,18-24,Male,Western Expat,"10,001-20,000",Basketball,Miami Heat,Casual viewer,No,,Game-Worn,4,"Used (visible wear, but authentic)",4,2,Not interested,50-200,2-4 times a year,Somewhat influences,"Yes, definitely",No,Probably no,Blockchain verification; Third-party authentication certificates; Seller ratings and reviews,No,"Yes, strongly",Authentication verification > Dynamic pricing transparency > Rarity scoring system > AI-based recommendations
2392,18-24,Female,South Asian,"3,000-10,000",Other,Roger Federer Fan,Passionate fan,No,,Game-Worn,4,Mint (perfect),4,4,Not interested,50-200,More than 10 times a year,Somewhat influences,"Yes, definitely",No,Definitely no,Money-back guarantee; AI-powered authenticity checks; Blockchain verification,Maybe,"Yes, strongly",AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
2393,25-34,Male,Western Expat,"3,000-10,000",Other,New Zealand All Blacks,Investment buyer,Yes,4-10,Vintage,3,Mint (perfect),3,4,Somewhat interested,50-200,2-4 times a year,No impact,"No, I prefer browsing on my own","Yes, frequently",Not sure,Third-party authentication certificates; AI-powered authenticity checks; Money-back guarantee; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2394,25-34,Female,Western Expat,"10,001-20,000",Other,Team India Hockey,Casual viewer,Yes,11-25,Signed by player,3,"Used (visible wear, but authentic)",4,1,"Yes, very interested",Under 50,5-10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Seller ratings and reviews; Third-party authentication certificates; AI-powered authenticity checks; Blockchain verification,Yes,Somewhat,Dynamic pricing transparency > Authentication verification > AI-based recommendations > Rarity scoring system
2395,25-34,Female,Arab,"Above 50,000",Football,Chelsea,Casual viewer,Yes,1-3,Regular replica,3,Good (minor wear),4,1,Not interested,Under 50,2-4 times a year,Somewhat influences,Maybe,"Yes, occasionally",Definitely yes,Money-back guarantee; Seller ratings and reviews; AI-powered authenticity checks,No,"Yes, strongly",Authentication verification > Rarity scoring system > Dynamic pricing transparency > AI-based recommendations
2396,35-44,Male,Arab,"10,001-20,000",Basketball,Golden State Warriors,Hardcore collector,Yes,4-10,Game-Worn,3,Mint (perfect),2,4,Not interested,"501-1,500",5-10 times a year,Strongly influences,Maybe,"Yes, occasionally",Definitely yes,Money-back guarantee; AI-powered authenticity checks,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2397,18-24,Male,South Asian,"3,000-10,000",Football,Al Hilal,Investment buyer,Yes,26+,Game-Worn,4,Good (minor wear),4,4,Not interested,50-200,More than 10 times a year,No impact,"No, I prefer browsing on my own","Yes, occasionally",Probably yes,Money-back guarantee; AI-powered authenticity checks; Seller ratings and reviews; Third-party authentication certificates,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2398,25-34,Male,Arab,"10,001-20,000",Football,Juventus,Passionate fan,Yes,1-3,Game-Worn,4,Good (minor wear),4,3,"Yes, very interested",50-200,2-4 times a year,No impact,Maybe,No,Probably no,AI-powered authenticity checks; Seller ratings and reviews; Money-back guarantee; Third-party authentication certificates,Maybe,"Yes, strongly",Rarity scoring system > AI-based recommendations > Authentication verification > Dynamic pricing transparency
2399,25-34,Female,South Asian,"Below 3,000",Football,Real Madrid,Investment buyer,Yes,11-25,Game-Worn,4,Good (minor wear),5,3,Somewhat interested,Under 50,2-4 times a year,No impact,Maybe,"Yes, occasionally",Definitely yes,Money-back guarantee; Seller ratings and reviews; AI-powered authenticity checks; Third-party authentication certificates,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2400,45-54,Male,South Asian,"3,000-10,000",Football,Bayern Munich,Hardcore collector,Yes,26+,Vintage,4,Condition doesn't matter if rare,2,4,Somewhat interested,"1,501-3,000",5-10 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Money-back guarantee; Third-party authentication certificates; Blockchain verification; AI-powered authenticity checks; Seller ratings and reviews,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2401,18-24,Male,South Asian,"10,001-20,000",Other,Roger Federer Fan,Hardcore collector,Yes,26+,Game-Worn,4,Mint (perfect),4,3,Somewhat interested,"3,000+",More than 10 times a year,No impact,"Yes, definitely",No,Probably yes,Money-back guarantee; Third-party authentication certificates,Maybe,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2402,18-24,Male,East Asian,"10,001-20,000",Baseball,LA Dodgers,Casual viewer,No,,Regular replica,4,"Used (visible wear, but authentic)",3,2,"Yes, very interested","501-1,500",Once a year or less,Strongly influences,Maybe,"Yes, occasionally",Not sure,Money-back guarantee; Third-party authentication certificates,No,"Yes, strongly",AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
2403,25-34,Female,African,"20,001-35,000",Football,Arsenal,Casual viewer,Yes,1-3,Signed by player,4,"Used (visible wear, but authentic)",1,3,Not interested,50-200,2-4 times a year,No impact,"Yes, definitely","Yes, occasionally",Not sure,Third-party authentication certificates; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2404,25-34,Male,South Asian,"3,000-10,000",Football,Al Hilal,Investment buyer,Yes,26+,Signed by player,3,Condition doesn't matter if rare,3,4,"Yes, very interested",201-500,Once a year or less,Somewhat influences,"Yes, definitely","Yes, frequently",Definitely yes,Seller ratings and reviews; AI-powered authenticity checks; Money-back guarantee; Blockchain verification; Third-party authentication certificates,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2405,25-34,Male,Arab,"10,001-20,000",Basketball,Miami Heat,Investment buyer,Yes,1-3,Vintage,3,Good (minor wear),3,4,"Yes, very interested",50-200,2-4 times a year,Somewhat influences,"Yes, definitely","Yes, frequently",Definitely yes,AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates; Seller ratings and reviews,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2406,25-34,Male,Arab,,Football,Manchester United,Passionate fan,Yes,4-10,Regular replica,4,Mint (perfect),2,2,"Yes, very interested","501-1,500",5-10 times a year,Somewhat influences,Maybe,"Yes, frequently",Probably yes,Blockchain verification,Yes,"Yes, strongly",AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
2407,25-34,Prefer not to say,Western Expat,"20,001-35,000",Other,Roger Federer Fan,Passionate fan,No,,Signed by player,5,Mint (perfect),3,3,Somewhat interested,201-500,Once a year or less,No impact,Maybe,"Yes, occasionally",Probably yes,Blockchain verification; Seller ratings and reviews; Third-party authentication certificates,Maybe,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2408,25-34,Female,Arab,"20,001-35,000",Football,Juventus,Passionate fan,No,,Game-Worn,3,Mint (perfect),4,3,"Yes, very interested",50-200,2-4 times a year,Strongly influences,Maybe,No,Not sure,Blockchain verification; Third-party authentication certificates,Maybe,Not really,Dynamic pricing transparency > AI-based recommendations > Rarity scoring system > Authentication verification
